"","n.cores","n.trees","n","n.tot","n.wt","n.bt","rbar.tot","rbar.wt","rbar.bt","c.eff","rbar.eff","eps","snr"
"1",73,73,29,357,0,357,0.205,NA,0.205,1,0.205,0.882,7.462
