"","n.cores","n.trees","n","n.tot","n.wt","n.bt","rbar.tot","rbar.wt","rbar.bt","c.eff","rbar.eff","eps","snr"
"1",52,52,34,561,0,561,0.411,NA,0.411,1,0.411,0.959,23.684
